id	store_code	availability	quantity	price
prefabricated-porta-cabin-10x10	11523617060201819870	in_stock		168740.00 INR
prefabricated-porta-cabin-20x8	SA201617	in_stock		269984.00 INR
prefabricated-porta-cabin-20x8	11523617060201819870	in_stock		269984.00 INR
prefabricated-porta-cabin-20x10	SA201617	in_stock		306800.00 INR
prefabricated-porta-cabin-20x10	11523617060201819870	in_stock		306800.00 INR
prefabricated-porta-cabin-20x12	SA201617	in_stock		353434.00 INR
prefabricated-porta-cabin-20x12	11523617060201819870	in_stock		353434.00 INR
prefabricated-porta-cabin-30x10	SA201617	in_stock		441792.00 INR
prefabricated-porta-cabin-30x10	11523617060201819870	in_stock		441792.00 INR
prefabricated-porta-cabin-40x8	SA201617	in_stock		461427.00 INR
prefabricated-porta-cabin-40x8	11523617060201819870	in_stock		461427.00 INR
prefabricated-porta-cabin-20x20	SA201617	in_stock		576784.00 INR
prefabricated-porta-cabin-20x20	11523617060201819870	in_stock		576784.00 INR
prefabricated-porta-cabin-40x10	SA201617	in_stock		576784.00 INR
prefabricated-porta-cabin-40x10	11523617060201819870	in_stock		576784.00 INR
prefabricated-porta-cabin-40x12	SA201617	in_stock		677414.00 INR
prefabricated-porta-cabin-40x12	11523617060201819870	in_stock		677414.00 INR
low-cost-porta-cabin-10x10	SA201617	in_stock		155760.00 INR
low-cost-porta-cabin-10x10	11523617060201819870	in_stock		155760.00 INR
low-cost-porta-cabin-20x8	SA201617	in_stock		249216.00 INR
low-cost-porta-cabin-20x8	11523617060201819870	in_stock		249216.00 INR
low-cost-porta-cabin-20x10	SA201617	in_stock		283200.00 INR
low-cost-porta-cabin-20x10	11523617060201819870	in_stock		283200.00 INR
low-cost-porta-cabin-20x12	SA201617	in_stock		326246.00 INR
low-cost-porta-cabin-20x12	11523617060201819870	in_stock		326246.00 INR
low-cost-porta-cabin-30x10	SA201617	in_stock		407808.00 INR
low-cost-porta-cabin-30x10	11523617060201819870	in_stock		407808.00 INR
low-cost-porta-cabin-40x8	SA201617	in_stock		425933.00 INR
low-cost-porta-cabin-40x8	11523617060201819870	in_stock		425933.00 INR
low-cost-porta-cabin-20x20	SA201617	in_stock		532416.00 INR
low-cost-porta-cabin-20x20	11523617060201819870	in_stock		532416.00 INR
low-cost-porta-cabin-40x10	SA201617	in_stock		532416.00 INR
low-cost-porta-cabin-40x10	11523617060201819870	in_stock		532416.00 INR
low-cost-porta-cabin-40x12	SA201617	in_stock		625306.00 INR
low-cost-porta-cabin-40x12	11523617060201819870	in_stock		625306.00 INR
